name,time,value
threeAxis,2019-10-22 9:13:07.890 AM,"41,3,-1030"
threeAxis,2019-10-22 9:13:06.880 AM,"34,1,-1033"
threeAxis,2019-10-22 9:13:05.879 AM,"45,3,-1034"
threeAxis,2019-10-22 9:13:04.860 AM,"27,-3,-1027"
threeAxis,2019-10-22 9:13:03.840 AM,"173,-10,-1032"
threeAxis,2019-10-22 9:12:58.200 AM,"68,-29,-1037"
threeAxis,2019-10-22 9:12:57.277 AM,"88,2,-1030"
threeAxis,2019-10-22 9:12:56.200 AM,"92,-35,-1027"
threeAxis,2019-10-22 9:12:55.190 AM,"3,-47,-1034"
acceleration,2019-10-22 9:12:54.173 AM,active
threeAxis,2019-10-22 9:12:54.171 AM,"-122,-2,-1032"
contact,2019-10-22 9:12:20.202 AM,open
status,2019-10-22 9:12:20.200 AM,open
temperature,2019-10-22 4:31:50.220 AM,66
temperature,2019-10-22 2:26:23.623 AM,67
temperature,2019-10-22 2:11:20.860 AM,66
acceleration,2019-10-22 1:41:19.750 AM,inactive
threeAxis,2019-10-22 1:41:12.140 AM,"47,5,-1033"
threeAxis,2019-10-22 1:41:11.124 AM,"48,2,-1031"
threeAxis,2019-10-22 1:41:10.123 AM,"48,5,-1033"
threeAxis,2019-10-22 1:41:09.137 AM,"62,3,-1032"
contact,2019-10-22 1:41:08.262 AM,closed
status,2019-10-22 1:41:08.260 AM,closed
threeAxis,2019-10-22 1:41:08.105 AM,"279,28,-1045"
threeAxis,2019-10-22 1:41:03.750 AM,"86,-18,-1032"
threeAxis,2019-10-22 1:41:02.711 AM,"-8,-10,-1028"
threeAxis,2019-10-22 1:41:01.690 AM,"24,5,-1032"
contact,2019-10-22 1:41:01.550 AM,open
status,2019-10-22 1:41:01.548 AM,open
threeAxis,2019-10-22 1:41:00.700 AM,"45,4,-1035"
acceleration,2019-10-22 1:40:59.683 AM,active
threeAxis,2019-10-22 1:40:59.681 AM,"-51,195,-1134"
temperature,2019-10-22 12:56:04.130 AM,67
temperature,2019-10-21 9:15:14.870 PM,68
acceleration,2019-10-21 8:59:16.656 PM,inactive
threeAxis,2019-10-21 8:59:14.690 PM,"47,4,-1030"
threeAxis,2019-10-21 8:59:13.678 PM,"46,7,-1030"
threeAxis,2019-10-21 8:59:12.670 PM,"48,3,-1031"
threeAxis,2019-10-21 8:59:11.655 PM,"55,-3,-1036"
threeAxis,2019-10-21 8:59:10.680 PM,"62,4,-1028"
contact,2019-10-21 8:59:10.097 PM,closed
status,2019-10-21 8:59:10.095 PM,closed
threeAxis,2019-10-21 8:59:09.639 PM,"64,-34,-1029"
threeAxis,2019-10-21 8:59:08.637 PM,"200,-18,-1029"
threeAxis,2019-10-21 8:59:07.650 PM,"-31,-18,-1022"
acceleration,2019-10-21 8:59:06.627 PM,active
threeAxis,2019-10-21 8:59:06.625 PM,"-108,-9,-1032"
contact,2019-10-21 8:59:06.579 PM,open
status,2019-10-21 8:59:06.577 PM,open
temperature,2019-10-21 7:49:56.575 PM,67
acceleration,2019-10-21 7:39:24.928 PM,inactive
threeAxis,2019-10-21 7:39:23.930 PM,"51,4,-1036"
threeAxis,2019-10-21 7:39:22.919 PM,"46,4,-1034"
threeAxis,2019-10-21 7:39:21.927 PM,"45,3,-1029"
threeAxis,2019-10-21 7:39:20.925 PM,"51,4,-1034"
threeAxis,2019-10-21 7:39:19.930 PM,"70,3,-1031"
contact,2019-10-21 7:39:19.735 PM,closed
status,2019-10-21 7:39:19.731 PM,closed
threeAxis,2019-10-21 7:39:18.900 PM,"70,-45,-1025"
threeAxis,2019-10-21 7:39:17.900 PM,"89,0,-1032"
threeAxis,2019-10-21 7:39:16.890 PM,"89,-22,-1028"
threeAxis,2019-10-21 7:39:15.900 PM,"-17,-61,-1035"
acceleration,2019-10-21 7:39:14.887 PM,active
threeAxis,2019-10-21 7:39:14.885 PM,"-115,-1,-1032"
contact,2019-10-21 7:39:14.793 PM,open
status,2019-10-21 7:39:14.791 PM,open
acceleration,2019-10-21 7:38:18.700 PM,inactive
threeAxis,2019-10-21 7:38:12.650 PM,"47,3,-1032"
threeAxis,2019-10-21 7:38:11.687 PM,"48,3,-1031"
threeAxis,2019-10-21 7:38:10.700 PM,"47,2,-1035"
threeAxis,2019-10-21 7:38:09.630 PM,"56,2,-1026"
acceleration,2019-10-21 7:38:08.613 PM,active
threeAxis,2019-10-21 7:38:08.611 PM,"238,-33,-1025"
acceleration,2019-10-21 7:37:52.600 PM,inactive
threeAxis,2019-10-21 7:37:46.606 PM,"48,3,-1034"
threeAxis,2019-10-21 7:37:45.677 PM,"46,5,-1033"
threeAxis,2019-10-21 7:37:44.640 PM,"52,6,-1031"
threeAxis,2019-10-21 7:37:43.620 PM,"42,-2,-1027"
acceleration,2019-10-21 7:37:42.575 PM,active
threeAxis,2019-10-21 7:37:42.571 PM,"-465,50,-1037"
acceleration,2019-10-21 6:40:20.395 PM,inactive
threeAxis,2019-10-21 6:40:14.386 PM,"50,2,-1033"
threeAxis,2019-10-21 6:40:13.388 PM,"52,2,-1029"
threeAxis,2019-10-21 6:40:12.370 PM,"63,3,-1032"
threeAxis,2019-10-21 6:40:11.370 PM,"53,6,-1033"
acceleration,2019-10-21 6:40:10.367 PM,active
threeAxis,2019-10-21 6:40:10.365 PM,"-211,-232,-1183"
contact,2019-10-21 6:40:10.261 PM,closed
status,2019-10-21 6:40:10.259 PM,closed
acceleration,2019-10-21 6:40:00.250 PM,inactive
threeAxis,2019-10-21 6:39:59.280 PM,"71,-2,-1032"
threeAxis,2019-10-21 6:39:58.270 PM,"91,-24,-1030"
threeAxis,2019-10-21 6:39:57.278 PM,"-58,-5,-1040"
contact,2019-10-21 6:39:56.852 PM,open
status,2019-10-21 6:39:56.851 PM,open
threeAxis,2019-10-21 6:39:56.280 PM,"48,1,-1032"
contact,2019-10-21 6:39:55.523 PM,closed
status,2019-10-21 6:39:55.513 PM,closed
threeAxis,2019-10-21 6:39:55.250 PM,"42,-64,-1032"
threeAxis,2019-10-21 6:39:54.301 PM,"71,-36,-1019"
threeAxis,2019-10-21 6:39:53.240 PM,"89,-11,-1028"
threeAxis,2019-10-21 6:39:52.292 PM,"28,-42,-1030"
threeAxis,2019-10-21 6:39:51.250 PM,"44,-20,-1033"
acceleration,2019-10-21 6:39:50.225 PM,active
threeAxis,2019-10-21 6:39:50.221 PM,"-85,-24,-1047"
contact,2019-10-21 6:39:50.179 PM,open
status,2019-10-21 6:39:50.175 PM,open
temperature,2019-10-21 6:29:39.180 PM,68
acceleration,2019-10-21 6:27:46.860 PM,inactive
threeAxis,2019-10-21 6:27:39.724 PM,"49,7,-1029"
threeAxis,2019-10-21 6:27:38.719 PM,"-36,0,-1019"
contact,2019-10-21 6:27:37.973 PM,closed
status,2019-10-21 6:27:37.971 PM,closed
threeAxis,2019-10-21 6:27:37.710 PM,"62,-27,-1026"
acceleration,2019-10-21 6:27:36.819 PM,active
threeAxis,2019-10-21 6:27:36.700 PM,"100,-1,-1026"
threeAxis,2019-10-21 6:27:35.695 PM,"216,-8,-1031"
contact,2019-10-21 6:27:34.243 PM,open
status,2019-10-21 6:27:34.241 PM,open
acceleration,2019-10-21 6:27:26.775 PM,inactive
threeAxis,2019-10-21 6:27:17.060 PM,"47,4,-1034"
acceleration,2019-10-21 6:27:16.742 PM,active
threeAxis,2019-10-21 6:27:16.060 PM,"51,3,-1028"
threeAxis,2019-10-21 6:27:15.053 PM,"48,4,-1031"
threeAxis,2019-10-21 6:27:14.047 PM,"40,-4,-1036"
contact,2019-10-21 6:27:13.522 PM,closed
status,2019-10-21 6:27:13.515 PM,closed
threeAxis,2019-10-21 6:27:13.037 PM,"57,-19,-1032"
threeAxis,2019-10-21 6:27:12.024 PM,"69,-8,-1033"
threeAxis,2019-10-21 6:27:11.032 PM,"70,-2,-1033"
threeAxis,2019-10-21 6:27:10.020 PM,"-26,-82,-1044"
threeAxis,2019-10-21 6:27:09.007 PM,"-170,-17,-1026"
contact,2019-10-21 6:27:08.871 PM,open
status,2019-10-21 6:27:08.867 PM,open
acceleration,2019-10-21 6:27:06.717 PM,inactive
threeAxis,2019-10-21 6:27:01.730 PM,"46,4,-1032"
contact,2019-10-21 6:27:00.903 PM,closed
status,2019-10-21 6:27:00.901 PM,closed
threeAxis,2019-10-21 6:27:00.700 PM,"6,-16,-1031"
threeAxis,2019-10-21 6:26:59.740 PM,"63,-12,-1031"
threeAxis,2019-10-21 6:26:58.690 PM,"72,-3,-1028"
threeAxis,2019-10-21 6:26:57.685 PM,"9,-22,-1031"
acceleration,2019-10-21 6:26:56.678 PM,active
threeAxis,2019-10-21 6:26:56.671 PM,"-91,-19,-1049"
contact,2019-10-21 6:26:56.515 PM,open
status,2019-10-21 6:26:56.511 PM,open
temperature,2019-10-21 6:19:37.038 PM,67
acceleration,2019-10-21 5:44:06.050 PM,inactive
threeAxis,2019-10-21 5:44:01.055 PM,"50,6,-1031"
threeAxis,2019-10-21 5:44:00.094 PM,"50,1,-1036"
threeAxis,2019-10-21 5:43:59.039 PM,"49,6,-1031"
threeAxis,2019-10-21 5:43:58.054 PM,"38,6,-1034"
contact,2019-10-21 5:43:57.211 PM,closed
status,2019-10-21 5:43:57.209 PM,closed
threeAxis,2019-10-21 5:43:57.030 PM,"53,-54,-1031"
acceleration,2019-10-21 5:43:56.023 PM,active
threeAxis,2019-10-21 5:43:56.021 PM,"217,-6,-1027"
contact,2019-10-21 5:43:53.210 PM,open
status,2019-10-21 5:43:53.208 PM,open
temperature,2019-10-21 5:39:28.401 PM,68
acceleration,2019-10-21 5:37:50.507 PM,inactive
threeAxis,2019-10-21 5:37:48.540 PM,"48,7,-1035"
threeAxis,2019-10-21 5:37:47.530 PM,"49,2,-1030"
threeAxis,2019-10-21 5:37:46.527 PM,"47,4,-1035"
threeAxis,2019-10-21 5:37:45.544 PM,"47,-1,-1028"
threeAxis,2019-10-21 5:37:44.511 PM,"20,-4,-1029"
contact,2019-10-21 5:37:44.232 PM,closed
status,2019-10-21 5:37:44.230 PM,closed
threeAxis,2019-10-21 5:37:43.500 PM,"119,-14,-1032"
threeAxis,2019-10-21 5:37:42.550 PM,"94,-24,-1028"
threeAxis,2019-10-21 5:37:41.487 PM,"46,-30,-1033"
acceleration,2019-10-21 5:37:40.483 PM,active
threeAxis,2019-10-21 5:37:40.481 PM,"-114,-3,-1033"
contact,2019-10-21 5:37:40.208 PM,open
status,2019-10-21 5:37:40.206 PM,open
acceleration,2019-10-21 5:35:15.395 PM,inactive
contact,2019-10-21 5:35:11.096 PM,closed
status,2019-10-21 5:35:11.091 PM,closed
threeAxis,2019-10-21 5:35:09.784 PM,"70,-1,-1034"
threeAxis,2019-10-21 5:35:08.380 PM,"97,-5,-1028"
threeAxis,2019-10-21 5:35:07.369 PM,"98,-14,-1038"
threeAxis,2019-10-21 5:35:06.381 PM,"-36,-6,-1034"
contact,2019-10-21 5:35:05.405 PM,open
status,2019-10-21 5:35:05.403 PM,open
acceleration,2019-10-21 5:35:05.360 PM,active
threeAxis,2019-10-21 5:35:05.358 PM,"-125,-86,-1023"
acceleration,2019-10-21 5:34:54.179 PM,inactive
contact,2019-10-21 5:34:50.373 PM,closed
status,2019-10-21 5:34:50.370 PM,closed
threeAxis,2019-10-21 5:34:48.180 PM,"82,2,-1031"
threeAxis,2019-10-21 5:34:47.164 PM,"24,-3,-1028"
threeAxis,2019-10-21 5:34:46.169 PM,"68,1,-1033"
threeAxis,2019-10-21 5:34:45.160 PM,"68,-1,-1030"
acceleration,2019-10-21 5:34:44.148 PM,active
threeAxis,2019-10-21 5:34:44.146 PM,"-153,0,-1035"
contact,2019-10-21 5:34:37.961 PM,open
status,2019-10-21 5:34:37.959 PM,open
temperature,2019-10-21 5:34:27.330 PM,67
temperature,2019-10-21 4:54:18.675 PM,68
acceleration,2019-10-21 4:45:01.830 PM,inactive
threeAxis,2019-10-21 4:44:58.847 PM,"47,4,-1034"
threeAxis,2019-10-21 4:44:57.840 PM,"48,6,-1031"
threeAxis,2019-10-21 4:44:56.840 PM,"41,0,-1033"
threeAxis,2019-10-21 4:44:55.835 PM,"47,2,-1030"
threeAxis,2019-10-21 4:44:54.831 PM,"-41,27,-1022"
contact,2019-10-21 4:44:54.729 PM,closed
status,2019-10-21 4:44:54.726 PM,closed
threeAxis,2019-10-21 4:44:53.821 PM,"167,-36,-1031"
threeAxis,2019-10-21 4:44:52.815 PM,"33,-80,-1077"
acceleration,2019-10-21 4:44:51.806 PM,active
threeAxis,2019-10-21 4:44:51.802 PM,"-107,-27,-1074"
contact,2019-10-21 4:44:51.730 PM,open
status,2019-10-21 4:44:51.728 PM,open
temperature,2019-10-21 4:39:15.485 PM,67
temperature,2019-10-21 4:29:13.368 PM,68
acceleration,2019-10-21 2:57:00.155 PM,inactive
threeAxis,2019-10-21 2:56:55.195 PM,"48,3,-1031"
threeAxis,2019-10-21 2:56:54.166 PM,"52,3,-1027"
threeAxis,2019-10-21 2:56:53.145 PM,"37,-1,-1033"
threeAxis,2019-10-21 2:56:52.168 PM,"-50,4,-1048"
contact,2019-10-21 2:56:51.978 PM,closed
status,2019-10-21 2:56:51.976 PM,closed
threeAxis,2019-10-21 2:56:51.120 PM,"102,-19,-1029"
acceleration,2019-10-21 2:56:50.124 PM,active
threeAxis,2019-10-21 2:56:50.122 PM,"186,-3,-1033"
contact,2019-10-21 2:56:47.725 PM,open
status,2019-10-21 2:56:47.721 PM,open
acceleration,2019-10-21 2:56:02.765 PM,inactive
threeAxis,2019-10-21 2:55:56.755 PM,"50,2,-1034"
threeAxis,2019-10-21 2:55:55.760 PM,"49,4,-1033"
threeAxis,2019-10-21 2:55:54.801 PM,"48,3,-1034"
threeAxis,2019-10-21 2:55:53.750 PM,"37,9,-1034"
contact,2019-10-21 2:55:52.850 PM,closed
status,2019-10-21 2:55:52.847 PM,closed
acceleration,2019-10-21 2:55:52.737 PM,active
threeAxis,2019-10-21 2:55:52.735 PM,"-78,-5,-1032"
contact,2019-10-21 2:55:47.502 PM,open
status,2019-10-21 2:55:47.500 PM,open
acceleration,2019-10-21 2:54:32.138 PM,inactive
threeAxis,2019-10-21 2:54:26.125 PM,"41,2,-1036"
threeAxis,2019-10-21 2:54:25.120 PM,"49,3,-1035"
threeAxis,2019-10-21 2:54:24.119 PM,"48,3,-1030"
threeAxis,2019-10-21 2:54:23.110 PM,"51,3,-1030"
acceleration,2019-10-21 2:54:22.109 PM,active
threeAxis,2019-10-21 2:54:22.105 PM,"129,12,-1008"
contact,2019-10-21 2:54:21.976 PM,closed
status,2019-10-21 2:54:21.974 PM,closed
contact,2019-10-21 2:54:16.192 PM,open
status,2019-10-21 2:54:16.190 PM,open
temperature,2019-10-21 2:48:52.280 PM,67
temperature,2019-10-21 1:43:39.300 PM,66
acceleration,2019-10-21 1:38:44.780 PM,inactive
threeAxis,2019-10-21 1:38:42.810 PM,"47,5,-1033"
threeAxis,2019-10-21 1:38:41.804 PM,"50,0,-1032"
threeAxis,2019-10-21 1:38:40.798 PM,"47,2,-1033"
threeAxis,2019-10-21 1:38:39.840 PM,"45,5,-1032"
contact,2019-10-21 1:38:38.998 PM,closed
status,2019-10-21 1:38:38.996 PM,closed
threeAxis,2019-10-21 1:38:37.780 PM,"111,-5,-1029"
threeAxis,2019-10-21 1:38:36.840 PM,"90,-23,-1029"
threeAxis,2019-10-21 1:38:35.845 PM,"-49,-1,-1031"
contact,2019-10-21 1:38:34.959 PM,open
status,2019-10-21 1:38:34.957 PM,open
acceleration,2019-10-21 1:38:34.763 PM,active
threeAxis,2019-10-21 1:38:34.761 PM,"-85,-20,-1040"
temperature,2019-10-21 12:43:27.648 PM,65
temperature,2019-10-21 12:08:20.665 PM,66
temperature,2019-10-21 11:23:11.965 AM,65
acceleration,2019-10-21 11:22:31.350 AM,inactive
threeAxis,2019-10-21 11:22:25.343 AM,"53,5,-1034"
threeAxis,2019-10-21 11:22:24.335 AM,"46,3,-1031"
threeAxis,2019-10-21 11:22:23.349 AM,"46,3,-1034"
threeAxis,2019-10-21 11:22:22.330 AM,"50,5,-1030"
acceleration,2019-10-21 11:22:21.321 AM,active
threeAxis,2019-10-21 11:22:21.319 AM,"-98,115,-910"
contact,2019-10-21 11:22:21.186 AM,closed
status,2019-10-21 11:22:21.173 AM,closed
contact,2019-10-21 11:22:16.875 AM,open
status,2019-10-21 11:22:16.871 AM,open
acceleration,2019-10-21 11:17:51.789 AM,inactive
threeAxis,2019-10-21 11:17:47.808 AM,"50,0,-1037"
threeAxis,2019-10-21 11:17:46.795 AM,"43,-1,-1033"
threeAxis,2019-10-21 11:17:45.794 AM,"46,3,-1032"
threeAxis,2019-10-21 11:17:44.790 AM,"45,3,-1029"
threeAxis,2019-10-21 11:17:43.800 AM,"152,-30,-1020"
contact,2019-10-21 11:17:43.608 AM,closed
status,2019-10-21 11:17:43.570 AM,closed
threeAxis,2019-10-21 11:17:42.764 AM,"94,-27,-1032"
acceleration,2019-10-21 11:17:41.765 AM,active
threeAxis,2019-10-21 11:17:41.763 AM,"190,6,-1031"
contact,2019-10-21 11:17:39.318 AM,open
status,2019-10-21 11:17:39.316 AM,open
acceleration,2019-10-21 11:14:50.610 AM,inactive
threeAxis,2019-10-21 11:14:45.610 AM,"46,3,-1033"
threeAxis,2019-10-21 11:14:44.615 AM,"46,2,-1033"
contact,2019-10-21 11:14:44.096 AM,closed
status,2019-10-21 11:14:44.094 AM,closed
threeAxis,2019-10-21 11:14:43.630 AM,"5,-38,-1035"
threeAxis,2019-10-21 11:14:43.063 AM,"143,-18,-1028"
threeAxis,2019-10-21 11:14:41.620 AM,"-40,-111,-1047"
acceleration,2019-10-21 11:14:41.013 AM,active
threeAxis,2019-10-21 11:14:41.011 AM,"-126,5,-1017"
contact,2019-10-21 11:14:40.593 AM,open
status,2019-10-21 11:14:40.591 AM,open
acceleration,2019-10-21 11:14:03.206 AM,inactive
threeAxis,2019-10-21 11:14:02.230 AM,"46,0,-1033"
threeAxis,2019-10-21 11:14:01.230 AM,"50,4,-1033"
threeAxis,2019-10-21 11:14:00.230 AM,"46,4,-1033"
threeAxis,2019-10-21 11:13:59.215 AM,"52,0,-1032"
threeAxis,2019-10-21 11:13:58.209 AM,"-29,-5,-1049"
contact,2019-10-21 11:13:57.916 AM,closed
status,2019-10-21 11:13:57.914 AM,closed
threeAxis,2019-10-21 11:13:57.247 AM,"57,-4,-1028"
threeAxis,2019-10-21 11:13:56.192 AM,"65,1,-1031"
threeAxis,2019-10-21 11:13:55.190 AM,"88,-7,-1031"
threeAxis,2019-10-21 11:13:54.190 AM,"86,-37,-1029"
acceleration,2019-10-21 11:13:53.189 AM,active
threeAxis,2019-10-21 11:13:53.187 AM,"-107,-46,-1065"
contact,2019-10-21 11:13:53.008 AM,open
status,2019-10-21 11:13:53.006 AM,open
acceleration,2019-10-21 11:07:31.311 AM,inactive
threeAxis,2019-10-21 11:07:24.335 AM,"50,3,-1032"
threeAxis,2019-10-21 11:07:23.320 AM,"47,5,-1034"
threeAxis,2019-10-21 11:07:22.326 AM,"47,4,-1028"
threeAxis,2019-10-21 11:07:21.716 AM,"56,5,-1034"
threeAxis,2019-10-21 11:07:20.310 AM,"62,-12,-1034"
contact,2019-10-21 11:07:20.033 AM,closed
status,2019-10-21 11:07:20.031 AM,closed
threeAxis,2019-10-21 11:07:19.310 AM,"60,-29,-1031"
threeAxis,2019-10-21 11:07:18.310 AM,"88,2,-1026"
threeAxis,2019-10-21 11:07:17.295 AM,"86,-10,-1034"
threeAxis,2019-10-21 11:07:16.294 AM,"39,-92,-1052"
contact,2019-10-21 11:07:15.872 AM,open
status,2019-10-21 11:07:15.871 AM,open
threeAxis,2019-10-21 11:07:14.266 AM,"50,5,-1032"
threeAxis,2019-10-21 11:07:13.310 AM,"40,-1,-1032"
threeAxis,2019-10-21 11:07:12.268 AM,"47,4,-1031"
acceleration,2019-10-21 11:07:11.246 AM,active
threeAxis,2019-10-21 11:07:11.243 AM,"414,15,-1042"
temperature,2019-10-21 11:03:08.101 AM,66
acceleration,2019-10-21 10:54:05.720 AM,inactive
threeAxis,2019-10-21 10:54:03.827 AM,"49,2,-1035"
threeAxis,2019-10-21 10:54:02.734 AM,"44,5,-1034"
threeAxis,2019-10-21 10:54:01.732 AM,"46,1,-1033"
threeAxis,2019-10-21 10:54:00.790 AM,"40,5,-1031"
threeAxis,2019-10-21 10:53:59.820 AM,"40,19,-1034"
contact,2019-10-21 10:53:59.573 AM,closed
status,2019-10-21 10:53:59.570 AM,closed
threeAxis,2019-10-21 10:53:58.761 AM,"67,-93,-1032"
threeAxis,2019-10-21 10:53:57.732 AM,"99,-42,-1028"
threeAxis,2019-10-21 10:53:56.732 AM,"0,-19,-1034"
acceleration,2019-10-21 10:53:55.700 AM,active
threeAxis,2019-10-21 10:53:55.698 AM,"-134,-7,-1057"
contact,2019-10-21 10:53:55.659 AM,open
status,2019-10-21 10:53:55.658 AM,open
acceleration,2019-10-21 10:52:13.910 AM,inactive
threeAxis,2019-10-21 10:52:10.923 AM,"48,1,-1033"
threeAxis,2019-10-21 10:52:09.914 AM,"45,2,-1031"
threeAxis,2019-10-21 10:52:08.911 AM,"46,4,-1035"
threeAxis,2019-10-21 10:52:07.907 AM,"57,3,-1034"
threeAxis,2019-10-21 10:52:06.900 AM,"58,4,-1102"
contact,2019-10-21 10:52:06.788 AM,closed
status,2019-10-21 10:52:06.786 AM,closed
threeAxis,2019-10-21 10:52:05.895 AM,"51,-71,-1031"
threeAxis,2019-10-21 10:52:04.885 AM,"153,-75,-1036"
acceleration,2019-10-21 10:52:03.883 AM,active
threeAxis,2019-10-21 10:52:03.881 AM,"-230,-33,-1041"
contact,2019-10-21 10:52:03.620 AM,open
status,2019-10-21 10:52:03.618 AM,open
temperature,2019-10-21 10:28:01.474 AM,65
acceleration,2019-10-21 9:57:40.620 AM,inactive
threeAxis,2019-10-21 9:57:37.640 AM,"50,0,-1033"
threeAxis,2019-10-21 9:57:36.680 AM,"52,5,-1029"
threeAxis,2019-10-21 9:57:34.635 AM,"46,2,-1031"
threeAxis,2019-10-21 9:57:34.030 AM,"-74,9,-1019"
contact,2019-10-21 9:57:33.613 AM,closed
status,2019-10-21 9:57:33.611 AM,closed
threeAxis,2019-10-21 9:57:32.615 AM,"164,-41,-1032"
threeAxis,2019-10-21 9:57:31.613 AM,"-29,-61,-1037"
acceleration,2019-10-21 9:57:30.606 AM,active
threeAxis,2019-10-21 9:57:30.601 AM,"-125,10,-995"
contact,2019-10-21 9:57:30.442 AM,open
status,2019-10-21 9:57:30.441 AM,open
acceleration,2019-10-21 9:40:21.244 AM,inactive
threeAxis,2019-10-21 9:40:18.341 AM,"45,4,-1033"
threeAxis,2019-10-21 9:40:17.260 AM,"45,2,-1034"
threeAxis,2019-10-21 9:40:16.314 AM,"52,2,-1031"
threeAxis,2019-10-21 9:40:15.249 AM,"32,4,-1035"
contact,2019-10-21 9:40:14.468 AM,closed
status,2019-10-21 9:40:14.466 AM,closed
threeAxis,2019-10-21 9:40:14.235 AM,"117,-39,-1032"
threeAxis,2019-10-21 9:40:13.236 AM,"117,4,-1039"
threeAxis,2019-10-21 9:40:12.230 AM,"22,-67,-1024"
acceleration,2019-10-21 9:40:11.230 AM,active
threeAxis,2019-10-21 9:40:11.228 AM,"-174,-10,-1010"
contact,2019-10-21 9:40:11.048 AM,open
status,2019-10-21 9:40:11.046 AM,open
temperature,2019-10-21 5:37:09.920 AM,64
temperature,2019-10-21 2:36:35.877 AM,65
temperature,2019-10-20 11:51:03.275 PM,66
temperature,2019-10-20 11:20:57.130 PM,67
temperature,2019-10-20 11:00:53.060 PM,66
temperature,2019-10-20 10:40:49.020 PM,67
temperature,2019-10-20 10:05:42.020 PM,66
acceleration,2019-10-20 10:01:05.791 PM,inactive
threeAxis,2019-10-20 10:01:02.820 PM,"33,0,-1033"
threeAxis,2019-10-20 10:01:01.816 PM,"48,3,-1032"
threeAxis,2019-10-20 10:01:00.810 PM,"45,3,-1028"
threeAxis,2019-10-20 10:00:59.807 PM,"94,9,-1034"
threeAxis,2019-10-20 10:00:58.800 PM,"-71,-5,-1038"
contact,2019-10-20 10:00:58.770 PM,closed
status,2019-10-20 10:00:58.768 PM,closed
threeAxis,2019-10-20 10:00:57.830 PM,"110,-2,-1034"
threeAxis,2019-10-20 10:00:56.786 PM,"87,6,-1029"
acceleration,2019-10-20 10:00:55.762 PM,active
threeAxis,2019-10-20 10:00:55.760 PM,"-280,-6,-1032"
contact,2019-10-20 10:00:51.588 PM,open
status,2019-10-20 10:00:51.586 PM,open
temperature,2019-10-20 9:50:38.984 PM,67
temperature,2019-10-20 9:45:37.970 PM,66
acceleration,2019-10-20 9:45:03.611 PM,inactive
threeAxis,2019-10-20 9:45:00.620 PM,"43,1,-1032"
threeAxis,2019-10-20 9:44:59.616 PM,"45,8,-1034"
threeAxis,2019-10-20 9:44:58.680 PM,"44,6,-1032"
threeAxis,2019-10-20 9:44:57.640 PM,"7,5,-1040"
contact,2019-10-20 9:44:57.282 PM,closed
status,2019-10-20 9:44:57.281 PM,closed
threeAxis,2019-10-20 9:44:56.650 PM,"32,-55,-1034"
threeAxis,2019-10-20 9:44:55.594 PM,"181,-20,-1034"
threeAxis,2019-10-20 9:44:54.597 PM,"-44,-35,-1040"
contact,2019-10-20 9:44:53.662 PM,open
status,2019-10-20 9:44:53.658 PM,open
acceleration,2019-10-20 9:44:53.583 PM,active
threeAxis,2019-10-20 9:44:53.581 PM,"-179,-9,-1066"
temperature,2019-10-20 9:15:31.910 PM,67
threeAxis,2019-10-20 9:08:12.447 PM,"45,0,-1030"
acceleration,2019-10-20 9:08:12.417 PM,inactive
threeAxis,2019-10-20 9:08:11.450 PM,"49,3,-1034"
threeAxis,2019-10-20 9:08:10.450 PM,"46,4,-1031"
threeAxis,2019-10-20 9:08:09.435 PM,"51,6,-1025"
contact,2019-10-20 9:08:08.702 PM,closed
status,2019-10-20 9:08:08.701 PM,closed
threeAxis,2019-10-20 9:08:08.425 PM,"-7,-76,-1033"
threeAxis,2019-10-20 9:08:07.420 PM,"268,-15,-1027"
threeAxis,2019-10-20 9:08:06.417 PM,"97,-15,-1030"
threeAxis,2019-10-20 9:08:05.411 PM,"-31,-31,-1032"
threeAxis,2019-10-20 9:08:04.400 PM,"-2,4,-1035"
threeAxis,2019-10-20 9:08:03.395 PM,"189,8,-1028"
acceleration,2019-10-20 9:08:02.395 PM,active
threeAxis,2019-10-20 9:08:02.394 PM,"192,-30,-1029"
contact,2019-10-20 9:08:01.127 PM,open
status,2019-10-20 9:08:01.125 PM,open
acceleration,2019-10-20 8:55:32.925 PM,inactive
threeAxis,2019-10-20 8:55:23.940 PM,"33,4,-1023"
threeAxis,2019-10-20 8:55:22.921 PM,"46,4,-1035"
threeAxis,2019-10-20 8:55:21.923 PM,"50,1,-1031"
threeAxis,2019-10-20 8:55:20.920 PM,"52,1,-1033"
threeAxis,2019-10-20 8:55:19.910 PM,"-103,-1,-1032"
contact,2019-10-20 8:55:19.750 PM,closed
status,2019-10-20 8:55:19.748 PM,closed
threeAxis,2019-10-20 8:55:18.899 PM,"49,-27,-1036"
threeAxis,2019-10-20 8:55:17.900 PM,"108,3,-1032"
threeAxis,2019-10-20 8:55:16.888 PM,"71,-1,-1031"
threeAxis,2019-10-20 8:55:15.880 PM,"85,1,-1032"
threeAxis,2019-10-20 8:55:14.880 PM,"86,-28,-1033"
contact,2019-10-20 8:55:14.382 PM,open
status,2019-10-20 8:55:14.380 PM,open
threeAxis,2019-10-20 8:55:13.870 PM,"30,-11,-1050"
contact,2019-10-20 8:55:13.382 PM,closed
status,2019-10-20 8:55:13.376 PM,closed
acceleration,2019-10-20 8:55:12.865 PM,active
