,Time,DayOfWeek,Motion,Acceleration,Temperature,time_transformed,label
90556,08:04:5.087,6,inactive,inactive,71,29045.087,0
90557,08:04:21.774,6,inactive,inactive,74,29061.774,0
90558,08:04:32.751,6,inactive,active,68,29072.751,0
90559,08:05:2.01,6,inactive,inactive,68,29102.01,0
90560,08:05:4.921,6,inactive,inactive,74,29104.921,0
90561,08:05:5.747,6,inactive,inactive,80,29105.747,0
90562,08:05:6.402,6,inactive,active,76,29106.402,0
90563,08:05:8.976,6,inactive,active,68,29108.976,0
90564,08:05:12.416,6,inactive,inactive,73,29112.416,0
90565,08:05:15.165,6,inactive,inactive,72,29115.165,0
90566,08:05:15.93,6,inactive,inactive,75,29115.93,0
90567,08:05:19.218,6,inactive,inactive,75,29119.218,0
90568,08:05:21.885,6,active,active,67,29121.885,0
90569,08:05:25.45,6,active,inactive,80,29125.45,0
90570,08:05:45.028,6,inactive,inactive,70,29145.028,0
90571,08:05:50.558,6,inactive,inactive,71,29150.558,0
90572,08:05:55.072,6,inactive,inactive,73,29155.072,0
90573,08:05:56.254,6,inactive,inactive,70,29156.254,0
90604,08:09:22.227,6,inactive,inactive,71,29362.227,0
90605,08:09:23.407,6,inactive,inactive,67,29363.407,0
90606,08:09:34.672,6,inactive,inactive,74,29374.672,0
90607,08:09:38.281,6,inactive,inactive,76,29378.281,0
90608,08:09:38.836,6,active,active,76,29378.836,0
90609,08:09:49.311,6,active,active,67,29389.311,0
90610,08:09:50.683,6,inactive,inactive,74,29390.683,0
90611,08:09:55.856,6,inactive,inactive,73,29395.856,0
90612,08:10:0.699,6,inactive,inactive,77,29400.699,0
90613,08:10:1.487,6,active,active,77,29401.487,0
90614,08:10:2.279,6,inactive,inactive,78,29402.279,0
90615,08:10:13.21,6,inactive,inactive,73,29413.21,0
90616,08:10:15.37,6,inactive,inactive,76,29415.37,0
90617,08:10:15.99,6,inactive,active,69,29415.99,0
90618,08:10:32.293,6,inactive,inactive,73,29432.293,0
90619,08:10:39.909,6,active,active,76,29439.909,0
90620,08:10:44.265,6,active,active,74,29444.265,0
90621,08:10:56.813,6,inactive,inactive,73,29456.813,0
90622,08:10:57.16,6,inactive,inactive,73,29457.16,0
90623,08:11:0.792,6,inactive,inactive,75,29460.792,0
90624,08:11:8.175,6,inactive,inactive,67,29468.175,0
90625,08:11:9.343,6,inactive,inactive,73,29469.343,0
90626,08:11:17.909,6,inactive,inactive,74,29477.909,0
90627,08:11:20.232,6,inactive,inactive,70,29480.232,0
90628,08:11:21.635,6,inactive,inactive,76,29481.635,0
90629,08:11:22.459,6,inactive,inactive,74,29482.459,0
90630,08:11:25.295,6,inactive,inactive,72,29485.295,0
90631,08:11:30.746,6,inactive,inactive,71,29490.746,0
90632,08:11:31.242,6,inactive,inactive,75,29491.242,0
90633,08:11:39.633,6,inactive,inactive,75,29499.633,0
90666,08:14:57.672,6,inactive,inactive,67,29697.672,0
90667,08:15:4.981,6,active,inactive,74,29704.981,0
90668,08:15:23.73,6,inactive,inactive,71,29723.73,0
90669,08:15:26.396,6,inactive,inactive,71,29726.396,0
90670,08:15:32.597,6,inactive,inactive,76,29732.597,0
90671,08:15:33.49,6,active,active,74,29733.49,0
90672,08:15:33.973,6,inactive,inactive,76,29733.973,0
90673,08:15:35.738,6,active,active,71,29735.738,0
90674,08:15:37.708,6,inactive,inactive,74,29737.708,0
90675,08:15:49.138,6,active,active,71,29749.138,0
90676,08:16:3.611,6,inactive,inactive,70,29763.611,0
90677,08:16:3.982,6,inactive,active,75,29763.982,0
90678,08:16:15.421,6,active,active,77,29775.421,0
90679,08:16:23.953,6,active,active,69,29783.953,0
90680,08:16:32.08,6,inactive,inactive,68,29792.08,0
90681,08:16:35.608,6,inactive,inactive,71,29795.608,0
90682,08:16:35.811,6,inactive,inactive,72,29795.811,0
90683,08:16:40.664,6,inactive,inactive,75,29800.664,0
90684,08:17:26.076,6,inactive,inactive,70,29846.076,0
90685,08:17:57.922,6,inactive,inactive,72,29877.922,0
90686,08:18:20.958,6,inactive,inactive,73,29900.958,0
90687,08:18:23.56,6,inactive,active,66,29903.56,0
90688,08:18:24.287,6,inactive,inactive,79,29904.287,0
90689,08:18:31.556,6,inactive,inactive,75,29911.556,0
90690,08:18:38.073,6,inactive,inactive,75,29918.073,0
90691,08:18:43.721,6,inactive,active,78,29923.721,0
90692,08:18:46.817,6,inactive,inactive,68,29926.817,0
90693,08:18:58.874,6,inactive,inactive,76,29938.874,0
90694,08:19:3.664,6,inactive,inactive,75,29943.664,0
90695,08:19:4.13,6,inactive,inactive,66,29944.13,0
90696,08:19:6.213,6,inactive,inactive,70,29946.213,0
90697,08:19:21.385,6,inactive,inactive,67,29961.385,0
90722,08:21:33.953,6,inactive,inactive,72,30093.953,0
90723,08:21:43.396,6,inactive,inactive,73,30103.396,0
90724,08:21:46.919,6,inactive,inactive,74,30106.919,0
90725,08:21:53.713,6,inactive,inactive,74,30113.713,0
90726,08:21:57.28,6,inactive,inactive,75,30117.28,0
90727,08:21:58.833,6,inactive,active,73,30118.833,0
90728,08:22:15.353,6,inactive,inactive,73,30135.353,0
90729,08:22:20.498,6,inactive,inactive,73,30140.498,0
90730,08:22:30.948,6,inactive,inactive,73,30150.948,0
90731,08:22:33.925,6,inactive,inactive,72,30153.925,0
90732,08:23:6.415,6,inactive,inactive,80,30186.415,0
90733,08:23:17.754,6,inactive,inactive,74,30197.754,0
90734,08:23:24.73,6,active,active,71,30204.73,0
90735,08:23:34.338,6,inactive,inactive,71,30214.338,0
90736,08:23:37.712,6,inactive,inactive,76,30217.712,0
90737,08:23:44.881,6,inactive,inactive,73,30224.881,0
90738,08:23:45.622,6,inactive,inactive,73,30225.622,0
90739,08:23:45.96,6,inactive,inactive,69,30225.96,0
90740,08:23:56.717,6,inactive,inactive,71,30236.717,0
90741,08:24:2.343,6,inactive,inactive,76,30242.343,0
90742,08:24:3.796,6,active,active,71,30243.796,0
90743,08:24:5.789,6,inactive,active,73,30245.789,0
90744,08:24:7.144,6,inactive,inactive,64,30247.144,0
90745,08:24:18.426,6,inactive,inactive,76,30258.426,0
90767,08:26:28.142,6,inactive,inactive,77,30388.142,0
90768,08:26:47.214,6,inactive,inactive,73,30407.214,0
90769,08:27:3.49,6,inactive,inactive,74,30423.49,0
90770,08:27:18.565,6,inactive,inactive,82,30438.565,0
90771,08:27:18.833,6,inactive,inactive,72,30438.833,0
90772,08:27:25.553,6,inactive,inactive,74,30445.553,0
90773,08:27:25.892,6,inactive,inactive,73,30445.892,0
90774,08:27:26.774,6,inactive,inactive,73,30446.774,0
90775,08:27:33.366,6,inactive,inactive,68,30453.366,0
90776,08:27:34.448,6,inactive,inactive,71,30454.448,0
90777,08:27:36.72,6,inactive,active,72,30456.72,0
90778,08:27:39.228,6,inactive,inactive,66,30459.228,0
90779,08:27:41.076,6,inactive,inactive,76,30461.076,0
90780,08:27:43.295,6,inactive,inactive,74,30463.295,0
90781,08:27:51.028,6,inactive,inactive,70,30471.028,0
90782,08:27:51.852,6,active,active,71,30471.852,0
90783,08:27:52.088,6,inactive,inactive,72,30472.088,0
90784,08:27:54.674,6,inactive,inactive,70,30474.674,0
90785,08:28:0.84,6,inactive,inactive,68,30480.84,0
90786,08:28:5.45,6,inactive,inactive,73,30485.45,0
90787,08:28:9.598,6,inactive,inactive,74,30489.598,0
90818,08:30:38.78,6,inactive,inactive,72,30638.78,0
90819,08:30:44.649,6,inactive,inactive,75,30644.649,0
90820,08:30:46.725,6,inactive,inactive,70,30646.725,0
90821,08:30:46.818,6,inactive,inactive,70,30646.818,0
90822,08:31:0.217,6,inactive,inactive,74,30660.217,0
90823,08:31:1.66,6,inactive,inactive,76,30661.66,0
90824,08:31:8.815,6,inactive,inactive,74,30668.815,0
90825,08:31:8.817,6,inactive,inactive,73,30668.817,0
90826,08:31:10.182,6,active,active,77,30670.182,0
90827,08:31:12.125,6,active,active,72,30672.125,0
90828,08:31:14.948,6,inactive,inactive,73,30674.948,0
90829,08:31:17.015,6,inactive,inactive,75,30677.015,0
90830,08:31:17.296,6,inactive,inactive,69,30677.296,0
90831,08:31:27.551,6,inactive,inactive,69,30687.551,0
90832,08:31:32.414,6,active,active,73,30692.414,0
90833,08:31:35.482,6,inactive,inactive,68,30695.482,0
90834,08:32:17.418,6,inactive,inactive,72,30737.418,0
90835,08:32:35.278,6,inactive,inactive,71,30755.278,0
90836,08:32:56.344,6,inactive,inactive,77,30776.344,0
90837,08:33:6.861,6,inactive,inactive,75,30786.861,0
90838,08:33:19.088,6,inactive,inactive,78,30799.088,0
90839,08:33:28.449,6,inactive,inactive,77,30808.449,0
90840,08:33:31.284,6,inactive,inactive,72,30811.284,0
90841,08:33:36.753,6,inactive,inactive,71,30816.753,0
90842,08:33:43.833,6,inactive,inactive,76,30823.833,0
90843,08:33:44.595,6,inactive,inactive,73,30824.595,0
90844,08:33:48.113,6,inactive,inactive,75,30828.113,0
90845,08:33:52.581,6,inactive,inactive,70,30832.581,0
90846,08:33:54.498,6,inactive,inactive,74,30834.498,0
90847,08:34:1.587,6,inactive,inactive,74,30841.587,0
90870,08:36:15.954,6,inactive,inactive,72,30975.954,0
90871,08:36:21.398,6,active,active,68,30981.398,0
90872,08:36:45.197,6,inactive,inactive,71,31005.197,0
90873,08:36:45.897,6,inactive,inactive,72,31005.897,0
90874,08:36:47.309,6,inactive,inactive,71,31007.309,0
90875,08:36:52.667,6,inactive,inactive,69,31012.667,0
90876,08:37:5.579,6,active,active,71,31025.579,0
90877,08:37:19.033,6,inactive,inactive,72,31039.033,0
90878,08:37:20.955,6,inactive,inactive,70,31040.955,0
90879,08:37:21.884,6,inactive,active,73,31041.884,0
90880,08:37:22.245,6,inactive,inactive,74,31042.245,0
90881,08:37:35.092,6,inactive,active,72,31055.092,0
90882,08:37:38.447,6,inactive,inactive,76,31058.447,0
90883,08:37:41.158,6,active,active,73,31061.158,0
90884,08:37:41.466,6,inactive,inactive,67,31061.466,0
90885,08:37:42.486,6,inactive,inactive,72,31062.486,0
90886,08:37:49.449,6,inactive,inactive,75,31069.449,0
90887,08:37:52.076,6,inactive,inactive,72,31072.076,0
90888,08:37:57.719,6,inactive,inactive,75,31077.719,0
90889,08:37:59.279,6,inactive,inactive,77,31079.279,0
90890,08:37:59.287,6,inactive,inactive,73,31079.287,0
90891,08:38:0.097,6,inactive,inactive,74,31080.097,0
90924,08:40:41.747,6,inactive,active,73,31241.747,0
90925,08:40:43.449,6,active,active,74,31243.449,0
90926,08:40:51.306,6,inactive,inactive,75,31251.306,0
90927,08:41:6.301,6,inactive,inactive,74,31266.301,0
90928,08:41:7.233,6,inactive,inactive,67,31267.233,0
90929,08:41:9.841,6,inactive,inactive,73,31269.841,0
90930,08:41:32.965,6,inactive,inactive,75,31292.965,0
90931,08:41:36.221,6,active,active,73,31296.221,0
90932,08:41:41.628,6,inactive,inactive,68,31301.628,0
90933,08:41:42.169,6,active,inactive,71,31302.169,0
90934,08:41:42.367,6,active,active,74,31302.367,0
90935,08:41:52.617,6,inactive,inactive,73,31312.617,0
90936,08:41:53.526,6,inactive,inactive,73,31313.526,0
90937,08:42:22.259,6,inactive,inactive,78,31342.259,0
90938,08:42:29.168,6,inactive,inactive,68,31349.168,0
90939,08:42:39.543,6,inactive,inactive,66,31359.543,0
90940,08:42:42.234,6,inactive,inactive,73,31362.234,0
90941,08:42:47.038,6,inactive,inactive,72,31367.038,0
90942,08:42:55.042,6,inactive,inactive,72,31375.042,0
90943,08:43:8.401,6,inactive,inactive,73,31388.401,0
90944,08:43:20.377,6,inactive,inactive,75,31400.377,0
90945,08:43:21.129,6,inactive,inactive,73,31401.129,0
90946,08:43:23.622,6,inactive,inactive,74,31403.622,0
90947,08:43:25.276,6,inactive,inactive,74,31405.276,0
90948,08:43:30.827,6,inactive,inactive,74,31410.827,0
90949,08:43:31.28,6,inactive,inactive,71,31411.28,0
90950,08:43:34.191,6,inactive,inactive,72,31414.191,0
90951,08:43:40.788,6,inactive,inactive,73,31420.788,0
90952,08:43:41.677,6,inactive,inactive,71,31421.677,0
90953,08:43:55.946,6,active,active,75,31435.946,0
90954,08:44:7.107,6,inactive,active,69,31447.107,0
90955,08:44:23.121,6,inactive,inactive,74,31463.121,0
90984,08:48:10.48,6,inactive,inactive,70,31690.48,0
90985,08:48:30.439,6,inactive,inactive,79,31710.439,0
90986,08:48:30.759,6,active,active,72,31710.759,0
90987,08:48:36.33,6,inactive,inactive,76,31716.33,0
90988,08:48:48.935,6,inactive,inactive,74,31728.935,0
90989,08:48:49.13,6,inactive,inactive,67,31729.13,0
90990,08:48:49.89,6,inactive,inactive,76,31729.89,0
90991,08:48:55.202,6,inactive,inactive,74,31735.202,0
90992,08:48:57.844,6,inactive,inactive,76,31737.844,0
90993,08:49:7.179,6,inactive,inactive,76,31747.179,0
90994,08:49:8.086,6,inactive,inactive,74,31748.086,0
90995,08:49:9.937,6,active,active,81,31749.937,0
90996,08:49:10.236,6,inactive,active,74,31750.236,0
90997,08:49:11.8,6,inactive,inactive,74,31751.8,0
90998,08:49:16.562,6,inactive,inactive,77,31756.562,0
90999,08:49:19.05,6,inactive,inactive,74,31759.05,0
91000,08:49:21.856,6,inactive,active,71,31761.856,0
91001,08:49:23.911,6,inactive,inactive,79,31763.911,0
91002,08:49:32.527,6,active,active,74,31772.527,0
91003,08:49:40.97,6,inactive,inactive,74,31780.97,0
91004,08:49:42.732,6,active,active,72,31782.732,0
91005,08:49:43.012,6,inactive,inactive,73,31783.012,0
91006,08:49:46.548,6,inactive,inactive,70,31786.548,0
91007,08:49:48.982,6,inactive,inactive,75,31788.982,0
91008,08:49:54.922,6,inactive,active,70,31794.922,0
91009,08:49:56.614,6,inactive,inactive,73,31796.614,0
91010,08:49:59.453,6,inactive,inactive,75,31799.453,0
91011,08:50:4.559,6,inactive,active,72,31804.559,0
91027,08:51:10.469,6,inactive,inactive,72,31870.469,0
91028,08:51:13.524,6,inactive,inactive,76,31873.524,0
91029,08:51:19.996,6,inactive,active,73,31879.996,0
91030,08:51:38.445,6,inactive,active,70,31898.445,0
91031,08:51:39.573,6,inactive,inactive,72,31899.573,0
91032,08:52:4.762,6,active,inactive,67,31924.762,0
91033,08:52:7.306,6,inactive,inactive,71,31927.306,0
91034,08:52:11.511,6,inactive,inactive,71,31931.511,0
91035,08:52:12.92,6,inactive,inactive,71,31932.92,0
91036,08:52:26.633,6,inactive,inactive,70,31946.633,0
91037,08:52:34.34,6,inactive,inactive,72,31954.34,0
91038,08:52:35.972,6,active,inactive,73,31955.972,0
91039,08:52:40.678,6,active,active,74,31960.678,0
91040,08:52:43.592,6,active,active,72,31963.592,0
91041,08:52:50.347,6,active,active,71,31970.347,0
91056,08:54:58.091,6,inactive,inactive,73,32098.091,0
91057,08:54:58.148,6,inactive,inactive,75,32098.148,0
91058,08:54:59.126,6,inactive,inactive,67,32099.126,0
91059,08:55:7.694,6,inactive,inactive,74,32107.694,0
91060,08:55:24.394,6,active,active,71,32124.394,0
91061,08:55:24.552,6,inactive,inactive,69,32124.552,0
91062,08:55:29.822,6,active,active,71,32129.822,0
91063,08:55:31.125,6,inactive,inactive,70,32131.125,0
91064,08:55:33.648,6,inactive,active,70,32133.648,0
91065,08:55:37.102,6,inactive,inactive,73,32137.102,0
91066,08:55:37.269,6,inactive,inactive,70,32137.269,0
91067,08:55:40.442,6,inactive,inactive,76,32140.442,0
91068,08:55:41.032,6,inactive,inactive,72,32141.032,0
91069,08:55:48.102,6,inactive,inactive,69,32148.102,0
91121,09:01:25.139,6,inactive,inactive,70,32485.139,0
91122,09:01:27.531,6,active,active,70,32487.531,0
91123,09:01:28.504,6,inactive,inactive,67,32488.504,0
91124,09:01:51.499,6,inactive,active,71,32511.499,0
91125,09:01:55.759,6,active,active,71,32515.759,0
91126,09:01:56.509,6,inactive,active,69,32516.509,0
91127,09:02:1.479,6,inactive,inactive,75,32521.479,0
91128,09:02:3.507,6,inactive,inactive,77,32523.507,0
91129,09:02:12.488,6,inactive,inactive,72,32532.488,0
91130,09:02:15.965,6,active,active,71,32535.965,0
91131,09:02:21.597,6,inactive,inactive,74,32541.597,0
91132,09:02:24.661,6,active,inactive,69,32544.661,0
91133,09:02:25.301,6,inactive,active,68,32545.301,0
91134,09:02:27.819,6,inactive,inactive,67,32547.819,0
91135,09:02:31.291,6,inactive,inactive,70,32551.291,0
91136,09:02:41.474,6,active,active,69,32561.474,0
91137,09:02:43.107,6,inactive,inactive,71,32563.107,0
91138,09:02:45.382,6,inactive,inactive,77,32565.382,0
91139,09:02:46.792,6,inactive,inactive,75,32566.792,0
91140,09:02:56.932,6,inactive,active,76,32576.932,0
91141,09:03:3.59,6,active,active,78,32583.59,0
91142,09:03:11.827,6,active,active,75,32591.827,0
91143,09:03:18.159,6,inactive,inactive,70,32598.159,0
91144,09:03:36.725,6,inactive,active,75,32616.725,0
91145,09:03:39.464,6,inactive,inactive,73,32619.464,0
91146,09:03:40.625,6,active,active,74,32620.625,0
91147,09:03:44.027,6,inactive,active,76,32624.027,0
91148,09:03:49.097,6,inactive,inactive,75,32629.097,0
91149,09:04:6.586,6,inactive,inactive,73,32646.586,0
91150,09:04:18.088,6,inactive,inactive,71,32658.088,0
91151,09:04:18.5,6,inactive,inactive,71,32658.5,0
91152,09:04:19.413,6,inactive,active,70,32659.413,0
91153,09:04:22.117,6,inactive,inactive,75,32662.117,0
91154,09:04:31.153,6,inactive,inactive,72,32671.153,0
91155,09:04:32.882,6,inactive,active,71,32672.882,0
91156,09:04:33.483,6,inactive,inactive,79,32673.483,0
91157,09:04:34.229,6,inactive,active,75,32674.229,0
91158,09:04:51.946,6,inactive,inactive,73,32691.946,0
91159,09:05:1.072,6,inactive,inactive,76,32701.072,0
91160,09:05:8.276,6,inactive,active,77,32708.276,0
91161,09:05:8.806,6,inactive,inactive,71,32708.806,0
91162,09:05:15.837,6,inactive,active,75,32715.837,0
91163,09:05:20.534,6,inactive,inactive,69,32720.534,0
91164,09:05:27.315,6,inactive,inactive,73,32727.315,0
91165,09:05:31.336,6,inactive,active,73,32731.336,0
91166,09:05:53.835,6,inactive,inactive,76,32753.835,0
91167,09:06:26.397,6,inactive,inactive,72,32786.397,0
91168,09:06:29.496,6,inactive,inactive,75,32789.496,0
91169,09:06:36.646,6,inactive,inactive,75,32796.646,0
91170,09:06:47.126,6,inactive,inactive,73,32807.126,0
91171,09:06:50.451,6,inactive,inactive,73,32810.451,0
91186,09:08:31.873,6,inactive,inactive,70,32911.873,0
91187,09:08:36.929,6,inactive,inactive,75,32916.929,0
91188,09:08:42.207,6,active,active,71,32922.207,0
91189,09:08:44.662,6,inactive,inactive,76,32924.662,0
91190,09:08:45.696,6,inactive,inactive,75,32925.696,0
91191,09:08:45.988,6,inactive,inactive,76,32925.988,0
91192,09:09:9.542,6,inactive,inactive,77,32949.542,0
91193,09:09:13.104,6,inactive,inactive,75,32953.104,0
91194,09:09:17.955,6,inactive,inactive,66,32957.955,0
91195,09:09:25.424,6,inactive,inactive,71,32965.424,0
91196,09:09:28.111,6,inactive,inactive,76,32968.111,0
91197,09:09:28.939,6,inactive,inactive,75,32968.939,0
91198,09:09:36.003,6,active,active,72,32976.003,0
91199,09:09:40.075,6,inactive,active,71,32980.075,0
91242,09:14:19.808,6,inactive,inactive,75,33259.808,0
91243,09:14:27.57,6,inactive,inactive,77,33267.57,0
91244,09:14:39.131,6,inactive,inactive,72,33279.131,0
91245,09:14:53.083,6,inactive,active,74,33293.083,0
91246,09:14:57.134,6,inactive,inactive,70,33297.134,0
91247,09:15:7.632,6,inactive,inactive,76,33307.632,0
91248,09:15:10.673,6,inactive,inactive,67,33310.673,0
91249,09:15:18.615,6,inactive,inactive,75,33318.615,0
91250,09:15:19.14,6,inactive,inactive,77,33319.14,0
91251,09:15:32.312,6,inactive,active,74,33332.312,0
91252,09:15:32.519,6,inactive,inactive,72,33332.519,0
91253,09:15:53.005,6,active,active,72,33353.005,0
91254,09:16:1.917,6,inactive,inactive,71,33361.917,0
91255,09:16:4.399,6,inactive,inactive,72,33364.399,0
91256,09:16:14.983,6,inactive,inactive,77,33374.983,0
91257,09:16:17.77,6,inactive,inactive,67,33377.77,0
91258,09:16:18.062,6,inactive,inactive,73,33378.062,0
91259,09:16:18.432,6,inactive,inactive,77,33378.432,0
91260,09:16:18.433,6,active,inactive,76,33378.433,0
91261,09:16:44.854,6,inactive,inactive,72,33404.854,0
91262,09:16:48.014,6,inactive,inactive,71,33408.014,0
91263,09:17:14.138,6,inactive,inactive,74,33434.138,0
91264,09:17:18.04,6,inactive,inactive,74,33438.04,0
91265,09:17:28.663,6,inactive,inactive,77,33448.663,0
91266,09:17:33.331,6,inactive,inactive,72,33453.331,0
91267,09:17:33.401,6,inactive,inactive,73,33453.401,0
91268,09:18:14.491,6,inactive,inactive,69,33494.491,0
91269,09:18:22.291,6,inactive,inactive,73,33502.291,0
91270,09:18:24.311,6,inactive,inactive,69,33504.311,0
91271,09:18:34.242,6,inactive,inactive,74,33514.242,0
91272,09:18:41.412,6,inactive,inactive,73,33521.412,0
91273,09:18:49.654,6,inactive,inactive,72,33529.654,0
91274,09:18:51.866,6,inactive,inactive,68,33531.866,0
91275,09:18:57.893,6,inactive,inactive,73,33537.893,0
91276,09:19:5.432,6,inactive,inactive,73,33545.432,0
91277,09:19:8.883,6,inactive,inactive,69,33548.883,0
91278,09:19:13.938,6,inactive,inactive,71,33553.938,0
91279,09:19:15.844,6,inactive,active,75,33555.844,0
91280,09:19:18.588,6,inactive,inactive,73,33558.588,0
91281,09:19:24.318,6,inactive,inactive,76,33564.318,0
91282,09:19:27.46,6,inactive,inactive,76,33567.46,0
91283,09:19:35.377,6,inactive,inactive,71,33575.377,0
91348,09:24:41.193,6,inactive,inactive,76,33881.193,0
91349,09:24:51.144,6,inactive,inactive,74,33891.144,0
91350,09:24:52.78,6,inactive,inactive,74,33892.78,0
91351,09:25:3.994,6,inactive,active,73,33903.994,0
91352,09:25:15.417,6,inactive,inactive,72,33915.417,0
91353,09:25:27.021,6,inactive,inactive,73,33927.021,0
91354,09:25:31.333,6,inactive,active,72,33931.333,0
91355,09:25:40.541,6,inactive,inactive,69,33940.541,0
91356,09:25:43.134,6,inactive,inactive,71,33943.134,0
91357,09:25:45.103,6,active,active,77,33945.103,0
91358,09:25:59.457,6,inactive,inactive,75,33959.457,0
91359,09:26:4.581,6,inactive,inactive,74,33964.581,0
91360,09:26:20.116,6,inactive,inactive,74,33980.116,0
91361,09:26:20.541,6,inactive,inactive,72,33980.541,0
91362,09:26:22.307,6,inactive,inactive,73,33982.307,0
91363,09:26:26.278,6,inactive,inactive,73,33986.278,0
91364,09:26:27.739,6,inactive,inactive,74,33987.739,0
91365,09:26:34.134,6,inactive,inactive,70,33994.134,0
91366,09:26:34.505,6,inactive,inactive,70,33994.505,0
91367,09:26:39.162,6,inactive,inactive,72,33999.162,0
91368,09:26:49.376,6,inactive,inactive,74,34009.376,0
91369,09:27:3.15,6,inactive,inactive,67,34023.15,0
91370,09:27:17.838,6,inactive,inactive,73,34037.838,0
91371,09:27:25.213,6,inactive,inactive,67,34045.213,0
91372,09:27:26.618,6,inactive,inactive,71,34046.618,0
91373,09:27:38.491,6,inactive,inactive,67,34058.491,0
91374,09:27:43.77,6,inactive,inactive,67,34063.77,0
91375,09:27:48.292,6,inactive,active,67,34068.292,0
91376,09:27:51.703,6,inactive,inactive,73,34071.703,0
91377,09:27:58.428,6,inactive,inactive,71,34078.428,0
91378,09:28:3.753,6,inactive,inactive,76,34083.753,0
91379,09:28:4.845,6,inactive,active,76,34084.845,0
91380,09:28:6.96,6,inactive,inactive,68,34086.96,0
91381,09:28:9.428,6,active,active,72,34089.428,0
91382,09:28:10.6,6,active,active,69,34090.6,0
91383,09:28:11.275,6,inactive,inactive,73,34091.275,0
91384,09:28:13.239,6,inactive,inactive,75,34093.239,0
91385,09:28:15.435,6,inactive,inactive,73,34095.435,0
91386,09:28:16.306,6,inactive,inactive,72,34096.306,0
91387,09:28:28.133,6,active,active,72,34108.133,0
91388,09:28:28.135,6,inactive,inactive,73,34108.135,0
91389,09:28:32.569,6,inactive,active,72,34112.569,0
91390,09:28:34.349,6,inactive,inactive,74,34114.349,0
91391,09:28:54.091,6,inactive,inactive,74,34134.091,0
91392,09:28:57.253,6,active,inactive,72,34137.253,0
91393,09:29:17.267,6,inactive,inactive,69,34157.267,0
91394,09:29:19.39,6,inactive,inactive,75,34159.39,0
91395,09:29:20.41,6,inactive,inactive,71,34160.41,0
91396,09:29:23.399,6,active,active,69,34163.399,0
91397,09:29:30.76,6,inactive,inactive,72,34170.76,0
91398,09:29:42.702,6,active,active,74,34182.702,0
91399,09:29:50.309,6,inactive,inactive,74,34190.309,0
91400,09:30:8.4,6,inactive,inactive,71,34208.4,0
91401,09:30:16.403,6,inactive,inactive,69,34216.403,0
91402,09:30:31.846,6,inactive,inactive,69,34231.846,0
91403,09:30:35.392,6,inactive,inactive,76,34235.392,0
91404,09:30:48.078,6,inactive,inactive,67,34248.078,0
91405,09:30:49.664,6,inactive,active,75,34249.664,0
91406,09:30:52.771,6,inactive,inactive,73,34252.771,0
91407,09:31:7.305,6,inactive,inactive,74,34267.305,0
91408,09:31:12.085,6,inactive,inactive,74,34272.085,0
91409,09:31:16.544,6,active,active,72,34276.544,0
91410,09:31:18.417,6,active,active,69,34278.417,0
91411,09:31:22.542,6,inactive,inactive,76,34282.542,0
91450,09:35:55.758,6,active,active,72,34555.758,0
91451,09:35:59.1,6,inactive,inactive,72,34559.1,0
91452,09:36:6.104,6,inactive,inactive,71,34566.104,0
91453,09:36:12.498,6,active,active,74,34572.498,0
91454,09:36:15.308,6,inactive,inactive,77,34575.308,0
91455,09:36:15.826,6,inactive,inactive,72,34575.826,0
91456,09:36:17.45,6,inactive,inactive,74,34577.45,0
91457,09:36:19.363,6,inactive,inactive,72,34579.363,0
91458,09:36:20.645,6,inactive,inactive,74,34580.645,0
91459,09:36:28.171,6,inactive,inactive,74,34588.171,0
91460,09:36:34.403,6,inactive,inactive,69,34594.403,0
91461,09:36:36.473,6,inactive,inactive,71,34596.473,0
91462,09:36:37.206,6,inactive,active,71,34597.206,0
91463,09:36:40.122,6,inactive,inactive,74,34600.122,0
91464,09:36:51.563,6,inactive,inactive,74,34611.563,0
91465,09:37:0.49,6,inactive,inactive,66,34620.49,0
91466,09:37:4.108,6,inactive,active,74,34624.108,0
91467,09:37:4.678,6,inactive,active,75,34624.678,0
91468,09:37:8.905,6,inactive,inactive,69,34628.905,0
91469,09:37:9.393,6,inactive,inactive,71,34629.393,0
91470,09:37:14.155,6,active,active,73,34634.155,0
91471,09:37:40.376,6,active,active,74,34660.376,0
91472,09:37:40.568,6,inactive,active,69,34660.568,0
91473,09:37:43.79,6,inactive,inactive,72,34663.79,0
91474,09:37:46.231,6,inactive,inactive,76,34666.231,0
91475,09:38:6.361,6,inactive,inactive,74,34686.361,0
91476,09:38:27.159,6,inactive,inactive,74,34707.159,0
91477,09:38:40.571,6,inactive,inactive,71,34720.571,0
91478,09:38:43.916,6,inactive,active,69,34723.916,0
91479,09:38:45.239,6,inactive,inactive,71,34725.239,0
91480,09:38:45.935,6,inactive,inactive,69,34725.935,0
91481,09:38:54.507,6,active,active,73,34734.507,0
91482,09:39:12.557,6,active,active,73,34752.557,0
91483,09:39:19.681,6,inactive,inactive,68,34759.681,0
91484,09:39:37.515,6,active,active,70,34777.515,0
91485,09:39:49.332,6,inactive,inactive,77,34789.332,0
91486,09:39:52.437,6,inactive,inactive,76,34792.437,0
91487,09:40:2.949,6,inactive,inactive,80,34802.949,0
91557,09:46:45.339,6,inactive,inactive,72,35205.339,0
